file	line	tag
frontend/src/pages/products/ProductEditPage.tsx	277	select
frontend/src/pages/products/ProductEditPage.tsx	284	select
frontend/src/pages/products/ProductEditPage.tsx	301	select
frontend/src/pages/products/ProductEditPage.tsx	308	textarea
frontend/src/pages/products/ProductEditPage.tsx	345	select
frontend/src/pages/products/ProductEditPage.tsx	352	select
frontend/src/pages/products/ProductEditPage.tsx	359	select
frontend/src/pages/products/ProductsPage.tsx	190	button
frontend/src/pages/products/ProductsPage.tsx	199	button
frontend/src/pages/products/ProductsPage.tsx	214	ContentToolbar
frontend/src/pages/products/ProductsPage.tsx	219	select
frontend/src/pages/products/ProductsPage.tsx	234	button
frontend/src/pages/products/ProductsPage.tsx	268	button
frontend/src/pages/products/ProductsPage.tsx	271	button
frontend/src/pages/products/ProductsPage.tsx	274	button
frontend/src/pages/products/ProductsPage.tsx	286	table
frontend/src/pages/products/ProductsPage.tsx	422	button
frontend/src/pages/products/ProductsPage.tsx	435	button
frontend/src/pages/products/ProductsPage.tsx	465	PageLayout
frontend/src/pages/purchase-orders/PurchaseOrdersFormModal.tsx	134	button
frontend/src/pages/purchase-orders/PurchaseOrdersFormModal.tsx	137	button
frontend/src/pages/purchase-orders/PurchaseOrdersFormModal.tsx	155	select
frontend/src/pages/purchase-orders/PurchaseOrdersFormModal.tsx	165	table
frontend/src/pages/purchase-orders/PurchaseOrdersFormModal.tsx	201	button
frontend/src/pages/purchase-orders/PurchaseOrdersFormModal.tsx	209	button
frontend/src/pages/purchase-orders/PurchaseOrdersFormModal.tsx	215	textarea
frontend/src/pages/purchase-orders/PurchaseOrdersPage.tsx	178	PageLayout
frontend/src/pages/purchase-orders/PurchaseOrdersPage.tsx	190	ContentToolbar
frontend/src/pages/purchase-orders/PurchaseOrdersPage.tsx	192	select
frontend/src/pages/purchase-orders/PurchaseOrdersPage.tsx	198	button
frontend/src/pages/purchase-orders/PurchaseOrdersPage.tsx	242	button
frontend/src/pages/purchase-orders/PurchaseOrdersPage.tsx	246	button
frontend/src/pages/purchase-orders/PurchaseOrdersPage.tsx	255	button
frontend/src/pages/purchase-orders/PurchaseOrdersPage.tsx	259	button
frontend/src/pages/purchase-orders/PurchaseOrdersPage.tsx	268	button
frontend/src/pages/purchase-orders/PurchaseOrdersPage.tsx	277	button
frontend/src/pages/purchase-orders/PurchaseOrdersPage.tsx	290	DataTable
frontend/src/pages/quote-create/QuoteCreatePage.tsx	138	PageLayout
frontend/src/pages/quote-create/QuoteCreatePage.tsx	156	select
frontend/src/pages/quote-create/QuoteCreatePage.tsx	170	table
frontend/src/pages/quote-create/QuoteCreatePage.tsx	242	button
frontend/src/pages/quote-create/QuoteCreatePage.tsx	252	button
frontend/src/pages/quote-create/QuoteCreatePage.tsx	267	button
frontend/src/pages/quote-create/QuoteCreatePage.tsx	282	button
frontend/src/pages/quote-create/QuoteCreatePage.tsx	283	button
frontend/src/pages/quote-detail/QuoteDetailPage.tsx	125	PageLayout
frontend/src/pages/quote-detail/QuoteDetailPage.tsx	129	ContentToolbar
frontend/src/pages/quote-detail/QuoteDetailPage.tsx	133	button
frontend/src/pages/quote-detail/QuoteDetailPage.tsx	137	button
frontend/src/pages/quote-detail/QuoteDetailPage.tsx	138	button
frontend/src/pages/quote-detail/QuoteDetailPage.tsx	142	button
frontend/src/pages/quote-detail/QuoteDetailPage.tsx	145	button
frontend/src/pages/quote-detail/QuoteDetailPage.tsx	149	button
frontend/src/pages/quote-detail/QuoteDetailPage.tsx	175	table
frontend/src/pages/quotes/QuotesPage.tsx	86	PageLayout
frontend/src/pages/quotes/QuotesPage.tsx	91	button
frontend/src/pages/quotes/QuotesPage.tsx	92	button
frontend/src/pages/quotes/QuotesPage.tsx	97	ContentToolbar
frontend/src/pages/quotes/QuotesPage.tsx	100	button
frontend/src/pages/quotes/QuotesPage.tsx	112	button
frontend/src/pages/quotes/QuotesPage.tsx	137	button
frontend/src/pages/quotes/QuotesPage.tsx	167	button
frontend/src/pages/quotes/QuotesPage.tsx	171	DataTable
frontend/src/pages/register/RegisterAddressPage.tsx	294	button
frontend/src/pages/register/RegisterAddressPage.tsx	461	button
frontend/src/pages/register/RegisterChangeBillingPage.tsx	227	button
frontend/src/pages/register/RegisterChangeBillingPage.tsx	407	button
frontend/src/pages/register/RegisterPage.tsx	279	button
frontend/src/pages/register/RegisterPage.tsx	538	button
frontend/src/pages/roles/RolesPage.tsx	339	button
frontend/src/pages/roles/RolesPage.tsx	353	button
frontend/src/pages/roles/RolesPage.tsx	365	button
frontend/src/pages/roles/RolesPage.tsx	397	button
frontend/src/pages/roles/RolesPage.tsx	399	button
frontend/src/pages/roles/RolesPage.tsx	403	button
frontend/src/pages/roles/RolesPage.tsx	406	button
frontend/src/pages/roles/RolesPage.tsx	530	Select
frontend/src/pages/roles/RolesPage.tsx	537	textarea
frontend/src/pages/roles/RolesPage.tsx	540	button
frontend/src/pages/roles/RolesPage.tsx	541	button
frontend/src/pages/roles/RolesPage.tsx	566	button
frontend/src/pages/roles/RolesPage.tsx	567	button
frontend/src/pages/sales/SalesPage.tsx	82	PageLayout
frontend/src/pages/sales/SalesPage.tsx	167	button
frontend/src/pages/sales/SalesPage.tsx	179	DataTable
frontend/src/pages/schedule/SchedulePageImpl.tsx	220	button
frontend/src/pages/schedule/SchedulePageImpl.tsx	230	button
frontend/src/pages/schedule/SchedulePageImpl.tsx	239	button
frontend/src/pages/schedule/SchedulePageImpl.tsx	288	select
frontend/src/pages/schedule/SchedulePageImpl.tsx	376	textarea
frontend/src/pages/schedule/SchedulePageImpl.tsx	390	Button
frontend/src/pages/schedule/SchedulePageImpl.tsx	393	Button
frontend/src/pages/schedule/SchedulePageImpl.tsx	400	Button
frontend/src/pages/schedule/SchedulePageImpl.tsx	404	Button
frontend/src/pages/schedule/SchedulePageImpl.tsx	447	Button
frontend/src/pages/schedule/SchedulePageImpl.tsx	457	Button
frontend/src/pages/schedule/SchedulePageImpl.tsx	467	Button
frontend/src/pages/schedule/SchedulePageImpl.tsx	488	button
frontend/src/pages/schedule/SchedulePageImpl.tsx	611	button
frontend/src/pages/schedule/SchedulePageImpl.tsx	635	button
frontend/src/pages/schedule/SchedulePageImpl.tsx	681	button
frontend/src/pages/schedule/SchedulePageImpl.tsx	696	button
frontend/src/pages/schedule/SchedulePageImpl.tsx	785	button
frontend/src/pages/schedule/SchedulePageImpl.tsx	1103	PageLayout
frontend/src/pages/schedule/SchedulePageImpl.tsx	1110	Button
frontend/src/pages/schedule/SchedulePageImpl.tsx	1111	Button
frontend/src/pages/schedule/SchedulePageImpl.tsx	1114	Button
frontend/src/pages/schedule/SchedulePageImpl.tsx	1123	Button
frontend/src/pages/schedule/SchedulePageImpl.tsx	1133	Button
frontend/src/pages/schedule/SchedulePageImpl.tsx	1146	button
frontend/src/pages/schedule/SchedulePageImpl.tsx	1177	button
frontend/src/pages/schedule/ScheduleSettingsPage.tsx	110	PageLayout
frontend/src/pages/schedule/ScheduleSettingsPage.tsx	119	PageLayout
frontend/src/pages/schedule/ScheduleSettingsPage.tsx	127	button
frontend/src/pages/schedule/ScheduleSettingsPage.tsx	135	button
frontend/src/pages/schedule/ScheduleSettingsPage.tsx	170	select
frontend/src/pages/schedule/ScheduleSettingsPage.tsx	179	Button
frontend/src/pages/schedule/ScheduleSettingsPage.tsx	225	select
frontend/src/pages/schedule/ScheduleSettingsPage.tsx	234	Button
frontend/src/pages/shifts/ShiftsPage.tsx	45	PageLayout
frontend/src/pages/shifts/ShiftsPage.tsx	50	ContentToolbar
frontend/src/pages/shifts/ShiftsPage.tsx	52	button
frontend/src/pages/shifts/ShiftsPage.tsx	66	Select
frontend/src/pages/shifts/ShiftsPage.tsx	79	button
frontend/src/pages/shifts/ShiftsPage.tsx	80	button
frontend/src/pages/shifts/ShiftsPage.tsx	113	button
frontend/src/pages/shifts/ShiftsPage.tsx	119	DataTable
frontend/src/pages/staff/StaffEditPage.tsx	148	PageLayout
frontend/src/pages/staff/StaffEditPage.tsx	178	Select
frontend/src/pages/staff/StaffEditPage.tsx	186	Select
frontend/src/pages/staff/StaffEditPage.tsx	225	button
frontend/src/pages/staff/StaffEditPage.tsx	226	button
frontend/src/pages/staff/StaffFormFields.tsx	66	Select
frontend/src/pages/staff/StaffFormFields.tsx	74	Select
frontend/src/pages/staff/StaffPage.tsx	212	PageLayout
frontend/src/pages/staff/StaffPage.tsx	217	ContentToolbar
frontend/src/pages/staff/StaffPage.tsx	219	button
frontend/src/pages/staff/StaffPage.tsx	261	Select
frontend/src/pages/staff/StaffPage.tsx	269	Select
frontend/src/pages/staff/StaffPage.tsx	299	button
frontend/src/pages/staff/StaffPage.tsx	300	button
frontend/src/pages/staff/StaffPage.tsx	321	button
frontend/src/pages/staff/StaffPage.tsx	322	button
frontend/src/pages/staff/StaffPage.tsx	365	button
frontend/src/pages/staff/StaffPage.tsx	366	button
frontend/src/pages/staff/StaffPage.tsx	372	DataTable
frontend/src/pages/staff-reports/StaffReportsPage.tsx	50	PageLayout
frontend/src/pages/staff-reports/StaffReportsPage.tsx	54	ContentToolbar
frontend/src/pages/staff-reports/StaffReportsPage.tsx	56	Select
frontend/src/pages/staff-reports/StaffReportsPage.tsx	68	button
frontend/src/pages/staff-reports/StaffReportsPage.tsx	79	Select
frontend/src/pages/staff-reports/StaffReportsPage.tsx	89	textarea
frontend/src/pages/staff-reports/StaffReportsPage.tsx	90	textarea
frontend/src/pages/staff-reports/StaffReportsPage.tsx	91	textarea
frontend/src/pages/staff-reports/StaffReportsPage.tsx	93	button
frontend/src/pages/staff-reports/StaffReportsPage.tsx	94	button
frontend/src/pages/staff-reports/StaffReportsPage.tsx	99	table
frontend/src/pages/super-admin/DexTab.tsx	173	button
frontend/src/pages/super-admin/DexTab.tsx	193	select
frontend/src/pages/super-admin/DexTab.tsx	206	button
frontend/src/pages/super-admin/DexTab.tsx	222	button
frontend/src/pages/super-admin/DexTab.tsx	276	button
frontend/src/pages/super-admin/DexTab.tsx	321	button
frontend/src/pages/super-admin/DexTab.tsx	324	button
frontend/src/pages/super-admin/DexTab.tsx	343	table
frontend/src/pages/super-admin/FxRatePage.tsx	76	PageLayout
frontend/src/pages/super-admin/FxRatePage.tsx	87	PageLayout
frontend/src/pages/super-admin/FxRatePage.tsx	91	ContentToolbar
frontend/src/pages/super-admin/FxRatePage.tsx	93	button
frontend/src/pages/super-admin/FxRatePage.tsx	123	table
frontend/src/pages/super-admin/KnowledgeAliasesTab.tsx	336	button
frontend/src/pages/super-admin/KnowledgeAliasesTab.tsx	339	button
frontend/src/pages/super-admin/KnowledgeAliasesTab.tsx	342	button
frontend/src/pages/super-admin/KnowledgeAliasesTab.tsx	352	table
frontend/src/pages/super-admin/KnowledgeAliasesTab.tsx	387	button
frontend/src/pages/super-admin/KnowledgeAliasesTab.tsx	414	button
frontend/src/pages/super-admin/KnowledgeAliasesTab.tsx	417	button
frontend/src/pages/super-admin/KnowledgeAliasesTab.tsx	420	button
frontend/src/pages/super-admin/KnowledgeAliasesTab.tsx	430	table
frontend/src/pages/super-admin/KnowledgeAliasesTab.tsx	459	button
frontend/src/pages/super-admin/KnowledgeAliasesTab.tsx	481	select
frontend/src/pages/super-admin/KnowledgeAliasesTab.tsx	508	button
frontend/src/pages/super-admin/KnowledgeAliasesTab.tsx	519	textarea
frontend/src/pages/super-admin/KnowledgeAliasesTab.tsx	541	select
frontend/src/pages/super-admin/KnowledgeAliasesTab.tsx	549	select
frontend/src/pages/super-admin/KnowledgeAliasesTab.tsx	566	select
frontend/src/pages/super-admin/KnowledgeAliasesTab.tsx	578	button
frontend/src/pages/super-admin/KnowledgeAliasesTab.tsx	579	button
frontend/src/pages/super-admin/KnowledgeAliasesTab.tsx	595	select
frontend/src/pages/super-admin/KnowledgeAliasesTab.tsx	617	select
frontend/src/pages/super-admin/KnowledgeAliasesTab.tsx	631	button
frontend/src/pages/super-admin/KnowledgeAliasesTab.tsx	632	button
frontend/src/pages/super-admin/LLMBudgetTab.tsx	120	table
frontend/src/pages/super-admin/LLMBudgetTab.tsx	148	button
frontend/src/pages/super-admin/LLMBudgetTab.tsx	226	button
frontend/src/pages/super-admin/LLMBudgetTab.tsx	233	button
frontend/src/pages/super-admin/ParseReviewPage.tsx	380	PageLayout
frontend/src/pages/super-admin/ParseReviewPage.tsx	394	PageLayout
frontend/src/pages/super-admin/ParseReviewPage.tsx	494	table
frontend/src/pages/super-admin/ParseReviewPage.tsx	574	select
frontend/src/pages/super-admin/ParseReviewPage.tsx	595	select
frontend/src/pages/super-admin/ParseReviewPage.tsx	616	select
frontend/src/pages/super-admin/ParseReviewPage.tsx	637	select
frontend/src/pages/super-admin/ParseReviewPage.tsx	832	textarea
frontend/src/pages/super-admin/ParseReviewPage.tsx	844	button
frontend/src/pages/super-admin/ParseReviewPage.tsx	852	button
frontend/src/pages/super-admin/ParseReviewPage.tsx	881	textarea
frontend/src/pages/super-admin/ParseReviewPage.tsx	890	button
frontend/src/pages/super-admin/ParseReviewPage.tsx	898	button
frontend/src/pages/super-admin/ProductMastersTab.tsx	211	ContentToolbar
frontend/src/pages/super-admin/ProductMastersTab.tsx	228	button
frontend/src/pages/super-admin/ProductMastersTab.tsx	230	button
frontend/src/pages/super-admin/ProductMastersTab.tsx	256	button
frontend/src/pages/super-admin/ProductMastersTab.tsx	260	button
frontend/src/pages/super-admin/ProductMastersTab.tsx	267	table
frontend/src/pages/super-admin/ProductMastersTab.tsx	295	button
frontend/src/pages/super-admin/ProductMastersTab.tsx	298	button
frontend/src/pages/super-admin/ProductMastersTab.tsx	332	button
frontend/src/pages/super-admin/SuppliersAdminTab.tsx	235	button
frontend/src/pages/super-admin/SuppliersAdminTab.tsx	236	button
frontend/src/pages/super-admin/SuppliersAdminTab.tsx	237	button
frontend/src/pages/super-admin/SuppliersAdminTab.tsx	241	table
frontend/src/pages/super-admin/SuppliersAdminTab.tsx	265	button
frontend/src/pages/super-admin/SuppliersAdminTab.tsx	275	button
frontend/src/pages/super-admin/SuppliersAdminTab.tsx	277	button
frontend/src/pages/super-admin/SuppliersAdminTab.tsx	323	button
frontend/src/pages/super-admin/SuppliersAdminTab.tsx	330	button
frontend/src/pages/super-admin/SuppliersAdminTab.tsx	331	button
frontend/src/pages/super-admin/SuppliersAdminTab.tsx	346	button
frontend/src/pages/super-admin/SuppliersAdminTab.tsx	348	table
frontend/src/pages/super-admin/SuppliersAdminTab.tsx	362	button
frontend/src/pages/super-admin/SuppliersAdminTab.tsx	370	button
frontend/src/pages/super-admin/TcgDistributionPage.tsx	39	PageLayout
frontend/src/pages/super-admin/TcgDistributionPage.tsx	47	PageLayout
frontend/src/pages/super-admin/TcgDistributionPage.tsx	56	button
frontend/src/pages/super-admin/TcgDistributionPage.tsx	68	PageLayout
frontend/src/pages/super-admin/TcgLineImportPage.tsx	207	PageLayout
frontend/src/pages/super-admin/TcgLineImportPage.tsx	215	PageLayout
frontend/src/pages/super-admin/TcgLineImportPage.tsx	228	PageLayout
frontend/src/pages/super-admin/TcgLineImportPage.tsx	342	Button
frontend/src/pages/super-admin/TcgLineImportPage.tsx	453	button
frontend/src/pages/super-admin/TcgLineImportPage.tsx	515	table
frontend/src/pages/super-admin/TcgParallelReportPage.tsx	114	PageLayout
frontend/src/pages/super-admin/TcgParallelReportPage.tsx	117	PageLayout
frontend/src/pages/super-admin/TcgParallelReportPage.tsx	124	PageLayout
frontend/src/pages/super-admin/TcgParallelReportPage.tsx	140	button
frontend/src/pages/super-admin/TcgParallelReportPage.tsx	156	table
frontend/src/pages/super-admin/TcgParallelReportPage.tsx	201	table
frontend/src/pages/super-admin/TcgSeriesTab.tsx	189	select
frontend/src/pages/super-admin/TcgSeriesTab.tsx	197	button
frontend/src/pages/super-admin/TcgSeriesTab.tsx	243	button
frontend/src/pages/super-admin/TcgSeriesTab.tsx	276	button
frontend/src/pages/super-admin/TcgSeriesTab.tsx	299	select
frontend/src/pages/super-admin/TcgSeriesTab.tsx	326	button
frontend/src/pages/super-admin/TcgSeriesTab.tsx	331	table
frontend/src/pages/super-admin/TcgSeriesTab.tsx	359	button
frontend/src/pages/super-admin/TcgSeriesTab.tsx	364	button
frontend/src/pages/super-admin/TcgSupplierQualityPage.tsx	29	PageLayout
frontend/src/pages/super-admin/TcgSupplierQualityPage.tsx	33	PageLayout
frontend/src/pages/super-admin/TcgSupplierQualityPage.tsx	40	Button
frontend/src/pages/super-admin/TcgSupplierQualityPage.tsx	46	PageLayout
frontend/src/pages/suppliers/SupplierEditPage.tsx	71	PageLayout
frontend/src/pages/suppliers/SupplierEditPage.tsx	79	button
frontend/src/pages/suppliers/SupplierEditPage.tsx	86	button
frontend/src/pages/suppliers/SupplierFormFields.tsx	61	textarea
frontend/src/pages/suppliers/SupplierFormFields.tsx	68	textarea
frontend/src/pages/suppliers/SuppliersPage.tsx	100	PageLayout
frontend/src/pages/suppliers/SuppliersPage.tsx	106	ContentToolbar
frontend/src/pages/suppliers/SuppliersPage.tsx	107	button
frontend/src/pages/suppliers/SuppliersPage.tsx	124	button
frontend/src/pages/suppliers/SuppliersPage.tsx	125	button
frontend/src/pages/suppliers/SuppliersPage.tsx	143	button
frontend/src/pages/suppliers/SuppliersPage.tsx	144	button
frontend/src/pages/suppliers/SuppliersPage.tsx	158	button
frontend/src/pages/suppliers/SuppliersPage.tsx	159	button
frontend/src/pages/suppliers/SuppliersPage.tsx	164	DataTable
frontend/src/pages/suppliers/SuppliersPage.tsx	194	button
frontend/src/pages/suppliers/SuppliersPage.tsx	207	button
frontend/src/pages/teams/TeamEditPage.tsx	59	PageLayout
frontend/src/pages/teams/TeamEditPage.tsx	67	button
frontend/src/pages/teams/TeamEditPage.tsx	74	button
frontend/src/pages/teams/TeamFormFields.tsx	44	textarea
frontend/src/pages/teams/TeamsPage.tsx	172	PageLayout
frontend/src/pages/teams/TeamsPage.tsx	178	ContentToolbar
frontend/src/pages/teams/TeamsPage.tsx	180	button
frontend/src/pages/teams/TeamsPage.tsx	200	button
frontend/src/pages/teams/TeamsPage.tsx	203	button
frontend/src/pages/teams/TeamsPage.tsx	221	button
frontend/src/pages/teams/TeamsPage.tsx	224	button
frontend/src/pages/teams/TeamsPage.tsx	243	button
frontend/src/pages/teams/TeamsPage.tsx	253	button
frontend/src/pages/teams/TeamsPage.tsx	258	DataTable
frontend/src/pages/teams/TeamsPage.tsx	280	button
frontend/src/pages/teams/TeamsPage.tsx	282	button
frontend/src/pages/teams/TeamsPage.tsx	285	button
frontend/src/pages/teams/TeamsPage.tsx	291	DataTable
