"file"	"line"	"tag"	"className"
"frontend/src/pages/integrations/GoogleDriveIntegrationPage.tsx"	"149"	"button"	"""btn-secondary"""
"frontend/src/pages/integrations/GoogleDriveIntegrationPage.tsx"	"173"	"button"	"""btn-primary"""
"frontend/src/pages/integrations/PaypalIntegrationPage.tsx"	"173"	"button"	"""btn-secondary"""
"frontend/src/pages/integrations/PaypalIntegrationPage.tsx"	"177"	"button"	"""btn-primary"""
"frontend/src/pages/integrations/PaypalIntegrationPage.tsx"	"192"	"button"	"""btn-primary"""
"frontend/src/pages/integrations/PaypalIntegrationPage.tsx"	"220"	"button"	"""btn-primary"""
"frontend/src/pages/inventory/InventoryFilterPanel.tsx"	"304"	"button"	"""btn-sm"""
"frontend/src/pages/inventory/InventoryPage.tsx"	"337"	"button"	""
"frontend/src/pages/inventory/InventoryPage.tsx"	"394"	"button"	"""btn-primary btn-sm field-h-md"""
"frontend/src/pages/inventory/InventoryPage.tsx"	"397"	"button"	"""btn-secondary btn-sm field-h-md"""
"frontend/src/pages/inventory/InventoryPage.tsx"	"400"	"button"	"{filterEnabled ? ""btn-primary btn-sm field-h-md"" : ""btn-secondary btn-sm field-h-md""}"
"frontend/src/pages/inventory/InventoryPage.tsx"	"467"	"button"	"{activeTab === code ? ""tab active"" : ""tab""}"
"frontend/src/pages/inventory/InventoryPage.tsx"	"602"	"button"	"""btn-secondary"""
"frontend/src/pages/inventory/InventoryPage.tsx"	"608"	"button"	"""btn-secondary"""
"frontend/src/pages/inventory/OwnInventoryPage.tsx"	"168"	"button"	"""btn btn-sm btn-primary"""
"frontend/src/pages/inventory/OwnInventoryPage.tsx"	"176"	"button"	"""btn btn-sm btn-secondary"""
"frontend/src/pages/inventory/OwnInventoryPage.tsx"	"184"	"button"	"""btn btn-sm btn-danger"""
"frontend/src/pages/inventory/OwnInventoryPage.tsx"	"209"	"button"	""
"frontend/src/pages/inventory/OwnInventoryPage.tsx"	"218"	"button"	""
"frontend/src/pages/invoice-create/InvoiceCreatePage.tsx"	"223"	"button"	"""btn-secondary"""
"frontend/src/pages/invoice-create/InvoiceCreatePage.tsx"	"233"	"button"	"{mode === ""inventory"" ? ""btn-primary"" : ""btn-secondary""}"
"frontend/src/pages/invoice-create/InvoiceCreatePage.tsx"	"240"	"button"	"{mode === ""quote"" ? ""btn-primary"" : ""btn-secondary""}"
"frontend/src/pages/invoice-create/InvoiceCreatePage.tsx"	"271"	"button"	"""btn-sm btn-primary"""
"frontend/src/pages/invoice-create/InvoiceCreatePage.tsx"	"393"	"button"	"""btn-sm btn-danger"""
"frontend/src/pages/invoice-create/InvoiceCreatePage.tsx"	"403"	"button"	"""btn-secondary"""
"frontend/src/pages/invoice-create/InvoiceCreatePage.tsx"	"434"	"button"	"""btn-secondary"""
"frontend/src/pages/invoice-create/InvoiceCreatePage.tsx"	"435"	"button"	"""btn-primary"""
"frontend/src/pages/invoice-detail/InvoiceDetailPage.tsx"	"194"	"button"	"""btn-primary field-h-md"""
"frontend/src/pages/invoice-detail/InvoiceDetailPage.tsx"	"197"	"button"	"""btn-primary field-h-md"""
"frontend/src/pages/invoice-detail/InvoiceDetailPage.tsx"	"200"	"button"	"""btn-secondary field-h-md"""
"frontend/src/pages/invoice-detail/InvoiceDetailPage.tsx"	"203"	"button"	"""btn-primary field-h-md"""
"frontend/src/pages/invoice-detail/InvoiceDetailPage.tsx"	"206"	"button"	"""btn-danger field-h-md"""
"frontend/src/pages/invoice-detail/InvoiceDetailPage.tsx"	"208"	"button"	"""btn-secondary field-h-md"""
"frontend/src/pages/invoice-detail/InvoiceDetailPage.tsx"	"234"	"button"	"""btn-secondary"""
"frontend/src/pages/invoice-detail/InvoiceDetailPage.tsx"	"272"	"button"	"""btn-secondary"""
"frontend/src/pages/invoice-detail/InvoiceDetailPage.tsx"	"273"	"button"	"""btn-danger"""
