width,height,dark,lang,kind,mode,amount,equivalent200Percent,required,available,natural_fits,reference_matched,before_unchanged,before_footer_height,after_footer_height,after_child_count,after_inside,after_text_unclipped,after_nonoverlap,same_children,body_client_height,body_scroll_height,body_scroll_top
768,360,False,en,purchase,existing,0,False,289.6875,688,True,True,True,70,70,3,True,True,True,True,186,831,645
768,360,False,en,purchase,new,0,False,296.875,688,True,True,True,70,70,3,True,True,True,True,186,831,645
768,360,False,en,purchase,saving,0,False,299.296875,688,True,True,True,70,70,3,True,True,True,True,186,831,645
768,360,False,en,shipping,existing,0,False,376.15625,688,True,True,True,70,70,3,True,True,True,True,186,1529,1343
768,360,False,en,shipping,new,0,False,383.34375,688,True,True,True,70,70,3,True,True,True,True,186,1529,1343
768,360,False,en,shipping,saving,0,False,385.765625,688,True,True,True,70,70,3,True,True,True,True,186,1529,1343
768,360,False,en,orders,existing,0,False,270.125,688,True,True,True,70,70,3,True,True,True,True,186,393,207
768,360,False,en,orders,existing,123450,False,323.75,688,True,True,True,70,70,3,True,True,True,True,186,393,207
768,360,False,en,orders,existing,999999999999,False,398.28125,688,True,True,True,70,70,3,True,True,True,True,186,393,207
768,360,False,en,orders,saving,123450,False,346.96875,688,True,True,True,70,70,3,True,True,True,True,186,393,207
768,360,True,ja,purchase,existing,0,False,277.0625,688,True,True,True,76,76,3,True,True,True,True,180,831,651
768,360,True,ja,purchase,new,0,False,277.0625,688,True,True,True,76,76,3,True,True,True,True,180,831,651
768,360,True,ja,purchase,saving,0,False,303.453125,688,True,True,True,76,76,3,True,True,True,True,180,831,651
768,360,True,ja,shipping,existing,0,False,407.5,688,True,True,True,76,76,3,True,True,True,True,180,1529,1349
768,360,True,ja,shipping,new,0,False,407.5,688,True,True,True,76,76,3,True,True,True,True,180,1529,1349
768,360,True,ja,shipping,saving,0,False,433.890625,688,True,True,True,76,76,3,True,True,True,True,180,1529,1349
768,360,True,ja,orders,existing,0,False,265.515625,688,True,True,True,76,76,3,True,True,True,True,180,393,213
768,360,True,ja,orders,existing,123450,False,319.140625,688,True,True,True,76,76,3,True,True,True,True,180,393,213
768,360,True,ja,orders,existing,999999999999,False,393.671875,688,True,True,True,76,76,3,True,True,True,True,180,393,213
768,360,True,ja,orders,saving,123450,False,345.53125,688,True,True,True,76,76,3,True,True,True,True,180,393,213
768,360,True,en,purchase,existing,0,False,289.6875,688,True,True,True,70,70,3,True,True,True,True,186,831,645
768,360,True,en,purchase,new,0,False,296.875,688,True,True,True,70,70,3,True,True,True,True,186,831,645
768,360,True,en,purchase,saving,0,False,299.296875,688,True,True,True,70,70,3,True,True,True,True,186,831,645
768,360,True,en,shipping,existing,0,False,376.15625,688,True,True,True,70,70,3,True,True,True,True,186,1529,1343
768,360,True,en,shipping,new,0,False,383.34375,688,True,True,True,70,70,3,True,True,True,True,186,1529,1343
768,360,True,en,shipping,saving,0,False,385.765625,688,True,True,True,70,70,3,True,True,True,True,186,1529,1343
768,360,True,en,orders,existing,0,False,270.125,688,True,True,True,70,70,3,True,True,True,True,186,393,207
768,360,True,en,orders,existing,123450,False,323.75,688,True,True,True,70,70,3,True,True,True,True,186,393,207
768,360,True,en,orders,existing,999999999999,False,398.28125,688,True,True,True,70,70,3,True,True,True,True,186,393,207
768,360,True,en,orders,saving,123450,False,346.96875,688,True,True,True,70,70,3,True,True,True,True,186,393,207
768,900,False,ja,purchase,existing,0,False,277.0625,688,True,True,True,76,76,3,True,True,True,True,720,831,111
768,900,False,ja,purchase,new,0,False,277.0625,688,True,True,True,76,76,3,True,True,True,True,720,831,111
768,900,False,ja,purchase,saving,0,False,303.453125,688,True,True,True,76,76,3,True,True,True,True,720,831,111
768,900,False,ja,shipping,existing,0,False,407.5,688,True,True,True,76,76,3,True,True,True,True,720,1529,809
768,900,False,ja,shipping,new,0,False,407.5,688,True,True,True,76,76,3,True,True,True,True,720,1529,809
768,900,False,ja,shipping,saving,0,False,433.890625,688,True,True,True,76,76,3,True,True,True,True,720,1529,809
768,900,False,ja,orders,existing,0,False,265.515625,688,True,True,True,76,76,3,True,True,True,True,393,393,0
768,900,False,ja,orders,existing,123450,False,319.140625,688,True,True,True,76,76,3,True,True,True,True,393,393,0
768,900,False,ja,orders,existing,999999999999,False,393.671875,688,True,True,True,76,76,3,True,True,True,True,393,393,0
768,900,False,ja,orders,saving,123450,False,345.53125,688,True,True,True,76,76,3,True,True,True,True,393,393,0
768,900,False,en,purchase,existing,0,False,289.6875,688,True,True,True,70,70,3,True,True,True,True,726,831,105
768,900,False,en,purchase,new,0,False,296.875,688,True,True,True,70,70,3,True,True,True,True,726,831,105
768,900,False,en,purchase,saving,0,False,299.296875,688,True,True,True,70,70,3,True,True,True,True,726,831,105
768,900,False,en,shipping,existing,0,False,376.15625,688,True,True,True,70,70,3,True,True,True,True,726,1529,803
768,900,False,en,shipping,new,0,False,383.34375,688,True,True,True,70,70,3,True,True,True,True,726,1529,803
768,900,False,en,shipping,saving,0,False,385.765625,688,True,True,True,70,70,3,True,True,True,True,726,1529,803
768,900,False,en,orders,existing,0,False,270.125,688,True,True,True,70,70,3,True,True,True,True,393,393,0
768,900,False,en,orders,existing,123450,False,323.75,688,True,True,True,70,70,3,True,True,True,True,393,393,0
768,900,False,en,orders,existing,999999999999,False,398.28125,688,True,True,True,70,70,3,True,True,True,True,393,393,0
768,900,False,en,orders,saving,123450,False,346.96875,688,True,True,True,70,70,3,True,True,True,True,393,393,0
768,900,True,ja,purchase,existing,0,False,277.0625,688,True,True,True,76,76,3,True,True,True,True,720,831,111
768,900,True,ja,purchase,new,0,False,277.0625,688,True,True,True,76,76,3,True,True,True,True,720,831,111
768,900,True,ja,purchase,saving,0,False,303.453125,688,True,True,True,76,76,3,True,True,True,True,720,831,111
768,900,True,ja,shipping,existing,0,False,407.5,688,True,True,True,76,76,3,True,True,True,True,720,1529,809
768,900,True,ja,shipping,new,0,False,407.5,688,True,True,True,76,76,3,True,True,True,True,720,1529,809
768,900,True,ja,shipping,saving,0,False,433.890625,688,True,True,True,76,76,3,True,True,True,True,720,1529,809
768,900,True,ja,orders,existing,0,False,265.515625,688,True,True,True,76,76,3,True,True,True,True,393,393,0
768,900,True,ja,orders,existing,123450,False,319.140625,688,True,True,True,76,76,3,True,True,True,True,393,393,0
768,900,True,ja,orders,existing,999999999999,False,393.671875,688,True,True,True,76,76,3,True,True,True,True,393,393,0
768,900,True,ja,orders,saving,123450,False,345.53125,688,True,True,True,76,76,3,True,True,True,True,393,393,0
768,900,True,en,purchase,existing,0,False,289.6875,688,True,True,True,70,70,3,True,True,True,True,726,831,105
768,900,True,en,purchase,new,0,False,296.875,688,True,True,True,70,70,3,True,True,True,True,726,831,105
768,900,True,en,purchase,saving,0,False,299.296875,688,True,True,True,70,70,3,True,True,True,True,726,831,105
768,900,True,en,shipping,existing,0,False,376.15625,688,True,True,True,70,70,3,True,True,True,True,726,1529,803
768,900,True,en,shipping,new,0,False,383.34375,688,True,True,True,70,70,3,True,True,True,True,726,1529,803
768,900,True,en,shipping,saving,0,False,385.765625,688,True,True,True,70,70,3,True,True,True,True,726,1529,803
768,900,True,en,orders,existing,0,False,270.125,688,True,True,True,70,70,3,True,True,True,True,393,393,0
768,900,True,en,orders,existing,123450,False,323.75,688,True,True,True,70,70,3,True,True,True,True,393,393,0
768,900,True,en,orders,existing,999999999999,False,398.28125,688,True,True,True,70,70,3,True,True,True,True,393,393,0
768,900,True,en,orders,saving,123450,False,346.96875,688,True,True,True,70,70,3,True,True,True,True,393,393,0
1279,360,False,ja,purchase,existing,0,False,277.0625,832,True,True,True,76,76,3,True,True,True,True,180,831,651
1279,360,False,ja,purchase,new,0,False,277.0625,832,True,True,True,76,76,3,True,True,True,True,180,831,651
1279,360,False,ja,purchase,saving,0,False,303.453125,832,True,True,True,76,76,3,True,True,True,True,180,831,651
1279,360,False,ja,shipping,existing,0,False,407.5,832,True,True,True,76,76,3,True,True,True,True,180,1529,1349
1279,360,False,ja,shipping,new,0,False,407.5,832,True,True,True,76,76,3,True,True,True,True,180,1529,1349
1279,360,False,ja,shipping,saving,0,False,433.890625,832,True,True,True,76,76,3,True,True,True,True,180,1529,1349
1279,360,False,ja,orders,existing,0,False,265.515625,832,True,True,True,76,76,3,True,True,True,True,180,393,213
1279,360,False,ja,orders,existing,123450,False,319.140625,832,True,True,True,76,76,3,True,True,True,True,180,393,213
1279,360,False,ja,orders,existing,999999999999,False,393.671875,832,True,True,True,76,76,3,True,True,True,True,180,393,213
1279,360,False,ja,orders,saving,123450,False,345.53125,832,True,True,True,76,76,3,True,True,True,True,180,393,213
1279,360,False,en,purchase,existing,0,False,289.6875,832,True,True,True,70,70,3,True,True,True,True,186,831,645
1279,360,False,en,purchase,new,0,False,296.875,832,True,True,True,70,70,3,True,True,True,True,186,831,645
1279,360,False,en,purchase,saving,0,False,299.296875,832,True,True,True,70,70,3,True,True,True,True,186,831,645
1279,360,False,en,shipping,existing,0,False,376.15625,832,True,True,True,70,70,3,True,True,True,True,186,1529,1343
1279,360,False,en,shipping,new,0,False,383.34375,832,True,True,True,70,70,3,True,True,True,True,186,1529,1343
1279,360,False,en,shipping,saving,0,False,385.765625,832,True,True,True,70,70,3,True,True,True,True,186,1529,1343
1279,360,False,en,orders,existing,0,False,270.125,832,True,True,True,70,70,3,True,True,True,True,186,393,207
1279,360,False,en,orders,existing,123450,False,323.75,832,True,True,True,70,70,3,True,True,True,True,186,393,207
1279,360,False,en,orders,existing,999999999999,False,398.28125,832,True,True,True,70,70,3,True,True,True,True,186,393,207
1279,360,False,en,orders,saving,123450,False,346.96875,832,True,True,True,70,70,3,True,True,True,True,186,393,207
1279,360,True,ja,purchase,existing,0,False,277.0625,832,True,True,True,76,76,3,True,True,True,True,180,831,651
1279,360,True,ja,purchase,new,0,False,277.0625,832,True,True,True,76,76,3,True,True,True,True,180,831,651
1279,360,True,ja,purchase,saving,0,False,303.453125,832,True,True,True,76,76,3,True,True,True,True,180,831,651
1279,360,True,ja,shipping,existing,0,False,407.5,832,True,True,True,76,76,3,True,True,True,True,180,1529,1349
1279,360,True,ja,shipping,new,0,False,407.5,832,True,True,True,76,76,3,True,True,True,True,180,1529,1349
1279,360,True,ja,shipping,saving,0,False,433.890625,832,True,True,True,76,76,3,True,True,True,True,180,1529,1349
1279,360,True,ja,orders,existing,0,False,265.515625,832,True,True,True,76,76,3,True,True,True,True,180,393,213
1279,360,True,ja,orders,existing,123450,False,319.140625,832,True,True,True,76,76,3,True,True,True,True,180,393,213
1279,360,True,ja,orders,existing,999999999999,False,393.671875,832,True,True,True,76,76,3,True,True,True,True,180,393,213
1279,360,True,ja,orders,saving,123450,False,345.53125,832,True,True,True,76,76,3,True,True,True,True,180,393,213
1279,360,True,en,purchase,existing,0,False,289.6875,832,True,True,True,70,70,3,True,True,True,True,186,831,645
1279,360,True,en,purchase,new,0,False,296.875,832,True,True,True,70,70,3,True,True,True,True,186,831,645
1279,360,True,en,purchase,saving,0,False,299.296875,832,True,True,True,70,70,3,True,True,True,True,186,831,645
1279,360,True,en,shipping,existing,0,False,376.15625,832,True,True,True,70,70,3,True,True,True,True,186,1529,1343
1279,360,True,en,shipping,new,0,False,383.34375,832,True,True,True,70,70,3,True,True,True,True,186,1529,1343
1279,360,True,en,shipping,saving,0,False,385.765625,832,True,True,True,70,70,3,True,True,True,True,186,1529,1343
1279,360,True,en,orders,existing,0,False,270.125,832,True,True,True,70,70,3,True,True,True,True,186,393,207
1279,360,True,en,orders,existing,123450,False,323.75,832,True,True,True,70,70,3,True,True,True,True,186,393,207
1279,360,True,en,orders,existing,999999999999,False,398.28125,832,True,True,True,70,70,3,True,True,True,True,186,393,207
1279,360,True,en,orders,saving,123450,False,346.96875,832,True,True,True,70,70,3,True,True,True,True,186,393,207
1279,900,False,ja,purchase,existing,0,False,277.0625,832,True,True,True,76,76,3,True,True,True,True,720,831,111
1279,900,False,ja,purchase,new,0,False,277.0625,832,True,True,True,76,76,3,True,True,True,True,720,831,111
1279,900,False,ja,purchase,saving,0,False,303.453125,832,True,True,True,76,76,3,True,True,True,True,720,831,111
1279,900,False,ja,shipping,existing,0,False,407.5,832,True,True,True,76,76,3,True,True,True,True,720,1529,809
1279,900,False,ja,shipping,new,0,False,407.5,832,True,True,True,76,76,3,True,True,True,True,720,1529,809
1279,900,False,ja,shipping,saving,0,False,433.890625,832,True,True,True,76,76,3,True,True,True,True,720,1529,809
1279,900,False,ja,orders,existing,0,False,265.515625,832,True,True,True,76,76,3,True,True,True,True,393,393,0
1279,900,False,ja,orders,existing,123450,False,319.140625,832,True,True,True,76,76,3,True,True,True,True,393,393,0
1279,900,False,ja,orders,existing,999999999999,False,393.671875,832,True,True,True,76,76,3,True,True,True,True,393,393,0
1279,900,False,ja,orders,saving,123450,False,345.53125,832,True,True,True,76,76,3,True,True,True,True,393,393,0
1279,900,False,en,purchase,existing,0,False,289.6875,832,True,True,True,70,70,3,True,True,True,True,726,831,105
1279,900,False,en,purchase,new,0,False,296.875,832,True,True,True,70,70,3,True,True,True,True,726,831,105
1279,900,False,en,purchase,saving,0,False,299.296875,832,True,True,True,70,70,3,True,True,True,True,726,831,105
1279,900,False,en,shipping,existing,0,False,376.15625,832,True,True,True,70,70,3,True,True,True,True,726,1529,803
1279,900,False,en,shipping,new,0,False,383.34375,832,True,True,True,70,70,3,True,True,True,True,726,1529,803
1279,900,False,en,shipping,saving,0,False,385.765625,832,True,True,True,70,70,3,True,True,True,True,726,1529,803
1279,900,False,en,orders,existing,0,False,270.125,832,True,True,True,70,70,3,True,True,True,True,393,393,0
1279,900,False,en,orders,existing,123450,False,323.75,832,True,True,True,70,70,3,True,True,True,True,393,393,0
1279,900,False,en,orders,existing,999999999999,False,398.28125,832,True,True,True,70,70,3,True,True,True,True,393,393,0
1279,900,False,en,orders,saving,123450,False,346.96875,832,True,True,True,70,70,3,True,True,True,True,393,393,0
1279,900,True,ja,purchase,existing,0,False,277.0625,832,True,True,True,76,76,3,True,True,True,True,720,831,111
1279,900,True,ja,purchase,new,0,False,277.0625,832,True,True,True,76,76,3,True,True,True,True,720,831,111
1279,900,True,ja,purchase,saving,0,False,303.453125,832,True,True,True,76,76,3,True,True,True,True,720,831,111
1279,900,True,ja,shipping,existing,0,False,407.5,832,True,True,True,76,76,3,True,True,True,True,720,1529,809
1279,900,True,ja,shipping,new,0,False,407.5,832,True,True,True,76,76,3,True,True,True,True,720,1529,809
1279,900,True,ja,shipping,saving,0,False,433.890625,832,True,True,True,76,76,3,True,True,True,True,720,1529,809
1279,900,True,ja,orders,existing,0,False,265.515625,832,True,True,True,76,76,3,True,True,True,True,393,393,0
1279,900,True,ja,orders,existing,123450,False,319.140625,832,True,True,True,76,76,3,True,True,True,True,393,393,0
1279,900,True,ja,orders,existing,999999999999,False,393.671875,832,True,True,True,76,76,3,True,True,True,True,393,393,0
1279,900,True,ja,orders,saving,123450,False,345.53125,832,True,True,True,76,76,3,True,True,True,True,393,393,0
1279,900,True,en,purchase,existing,0,False,289.6875,832,True,True,True,70,70,3,True,True,True,True,726,831,105
1279,900,True,en,purchase,new,0,False,296.875,832,True,True,True,70,70,3,True,True,True,True,726,831,105
1279,900,True,en,purchase,saving,0,False,299.296875,832,True,True,True,70,70,3,True,True,True,True,726,831,105
1279,900,True,en,shipping,existing,0,False,376.15625,832,True,True,True,70,70,3,True,True,True,True,726,1529,803
1279,900,True,en,shipping,new,0,False,383.34375,832,True,True,True,70,70,3,True,True,True,True,726,1529,803
1279,900,True,en,shipping,saving,0,False,385.765625,832,True,True,True,70,70,3,True,True,True,True,726,1529,803
1279,900,True,en,orders,existing,0,False,270.125,832,True,True,True,70,70,3,True,True,True,True,393,393,0
1279,900,True,en,orders,existing,123450,False,323.75,832,True,True,True,70,70,3,True,True,True,True,393,393,0
1279,900,True,en,orders,existing,999999999999,False,398.28125,832,True,True,True,70,70,3,True,True,True,True,393,393,0
1279,900,True,en,orders,saving,123450,False,346.96875,832,True,True,True,70,70,3,True,True,True,True,393,393,0
1280,360,False,ja,purchase,existing,0,False,277.0625,832,True,True,True,76,76,3,True,True,True,True,180,831,651
1280,360,False,ja,purchase,new,0,False,277.0625,832,True,True,True,76,76,3,True,True,True,True,180,831,651
1280,360,False,ja,purchase,saving,0,False,303.453125,832,True,True,True,76,76,3,True,True,True,True,180,831,651
1280,360,False,ja,shipping,existing,0,False,407.5,832,True,True,True,76,76,3,True,True,True,True,180,1529,1349
1280,360,False,ja,shipping,new,0,False,407.5,832,True,True,True,76,76,3,True,True,True,True,180,1529,1349
1280,360,False,ja,shipping,saving,0,False,433.890625,832,True,True,True,76,76,3,True,True,True,True,180,1529,1349
1280,360,False,ja,orders,existing,0,False,265.515625,832,True,True,True,76,76,3,True,True,True,True,180,393,213
1280,360,False,ja,orders,existing,123450,False,319.140625,832,True,True,True,76,76,3,True,True,True,True,180,393,213
1280,360,False,ja,orders,existing,999999999999,False,393.671875,832,True,True,True,76,76,3,True,True,True,True,180,393,213
1280,360,False,ja,orders,saving,123450,False,345.53125,832,True,True,True,76,76,3,True,True,True,True,180,393,213
1280,360,False,en,purchase,existing,0,False,289.6875,832,True,True,True,70,70,3,True,True,True,True,186,831,645
1280,360,False,en,purchase,new,0,False,296.875,832,True,True,True,70,70,3,True,True,True,True,186,831,645
1280,360,False,en,purchase,saving,0,False,299.296875,832,True,True,True,70,70,3,True,True,True,True,186,831,645
1280,360,False,en,shipping,existing,0,False,376.15625,832,True,True,True,70,70,3,True,True,True,True,186,1529,1343
1280,360,False,en,shipping,new,0,False,383.34375,832,True,True,True,70,70,3,True,True,True,True,186,1529,1343
1280,360,False,en,shipping,saving,0,False,385.765625,832,True,True,True,70,70,3,True,True,True,True,186,1529,1343
1280,360,False,en,orders,existing,0,False,270.125,832,True,True,True,70,70,3,True,True,True,True,186,393,207
1280,360,False,en,orders,existing,123450,False,323.75,832,True,True,True,70,70,3,True,True,True,True,186,393,207
1280,360,False,en,orders,existing,999999999999,False,398.28125,832,True,True,True,70,70,3,True,True,True,True,186,393,207
1280,360,False,en,orders,saving,123450,False,346.96875,832,True,True,True,70,70,3,True,True,True,True,186,393,207
1280,360,True,ja,purchase,existing,0,False,277.0625,832,True,True,True,76,76,3,True,True,True,True,180,831,651
1280,360,True,ja,purchase,new,0,False,277.0625,832,True,True,True,76,76,3,True,True,True,True,180,831,651
1280,360,True,ja,purchase,saving,0,False,303.453125,832,True,True,True,76,76,3,True,True,True,True,180,831,651
1280,360,True,ja,shipping,existing,0,False,407.5,832,True,True,True,76,76,3,True,True,True,True,180,1529,1349
1280,360,True,ja,shipping,new,0,False,407.5,832,True,True,True,76,76,3,True,True,True,True,180,1529,1349
1280,360,True,ja,shipping,saving,0,False,433.890625,832,True,True,True,76,76,3,True,True,True,True,180,1529,1349
1280,360,True,ja,orders,existing,0,False,265.515625,832,True,True,True,76,76,3,True,True,True,True,180,393,213
1280,360,True,ja,orders,existing,123450,False,319.140625,832,True,True,True,76,76,3,True,True,True,True,180,393,213
1280,360,True,ja,orders,existing,999999999999,False,393.671875,832,True,True,True,76,76,3,True,True,True,True,180,393,213
1280,360,True,ja,orders,saving,123450,False,345.53125,832,True,True,True,76,76,3,True,True,True,True,180,393,213
1280,360,True,en,purchase,existing,0,False,289.6875,832,True,True,True,70,70,3,True,True,True,True,186,831,645
1280,360,True,en,purchase,new,0,False,296.875,832,True,True,True,70,70,3,True,True,True,True,186,831,645
1280,360,True,en,purchase,saving,0,False,299.296875,832,True,True,True,70,70,3,True,True,True,True,186,831,645
1280,360,True,en,shipping,existing,0,False,376.15625,832,True,True,True,70,70,3,True,True,True,True,186,1529,1343
1280,360,True,en,shipping,new,0,False,383.34375,832,True,True,True,70,70,3,True,True,True,True,186,1529,1343
1280,360,True,en,shipping,saving,0,False,385.765625,832,True,True,True,70,70,3,True,True,True,True,186,1529,1343
1280,360,True,en,orders,existing,0,False,270.125,832,True,True,True,70,70,3,True,True,True,True,186,393,207
1280,360,True,en,orders,existing,123450,False,323.75,832,True,True,True,70,70,3,True,True,True,True,186,393,207
1280,360,True,en,orders,existing,999999999999,False,398.28125,832,True,True,True,70,70,3,True,True,True,True,186,393,207
1280,360,True,en,orders,saving,123450,False,346.96875,832,True,True,True,70,70,3,True,True,True,True,186,393,207
1280,900,False,ja,purchase,existing,0,False,277.0625,832,True,True,True,76,76,3,True,True,True,True,720,831,111
1280,900,False,ja,purchase,new,0,False,277.0625,832,True,True,True,76,76,3,True,True,True,True,720,831,111
1280,900,False,ja,purchase,saving,0,False,303.453125,832,True,True,True,76,76,3,True,True,True,True,720,831,111
1280,900,False,ja,shipping,existing,0,False,407.5,832,True,True,True,76,76,3,True,True,True,True,720,1529,809
1280,900,False,ja,shipping,new,0,False,407.5,832,True,True,True,76,76,3,True,True,True,True,720,1529,809
1280,900,False,ja,shipping,saving,0,False,433.890625,832,True,True,True,76,76,3,True,True,True,True,720,1529,809
1280,900,False,ja,orders,existing,0,False,265.515625,832,True,True,True,76,76,3,True,True,True,True,393,393,0
1280,900,False,ja,orders,existing,123450,False,319.140625,832,True,True,True,76,76,3,True,True,True,True,393,393,0
1280,900,False,ja,orders,existing,999999999999,False,393.671875,832,True,True,True,76,76,3,True,True,True,True,393,393,0
1280,900,False,ja,orders,saving,123450,False,345.53125,832,True,True,True,76,76,3,True,True,True,True,393,393,0
1280,900,False,en,purchase,existing,0,False,289.6875,832,True,True,True,70,70,3,True,True,True,True,726,831,105
1280,900,False,en,purchase,new,0,False,296.875,832,True,True,True,70,70,3,True,True,True,True,726,831,105
1280,900,False,en,purchase,saving,0,False,299.296875,832,True,True,True,70,70,3,True,True,True,True,726,831,105
1280,900,False,en,shipping,existing,0,False,376.15625,832,True,True,True,70,70,3,True,True,True,True,726,1529,803
1280,900,False,en,shipping,new,0,False,383.34375,832,True,True,True,70,70,3,True,True,True,True,726,1529,803
1280,900,False,en,shipping,saving,0,False,385.765625,832,True,True,True,70,70,3,True,True,True,True,726,1529,803
1280,900,False,en,orders,existing,0,False,270.125,832,True,True,True,70,70,3,True,True,True,True,393,393,0
1280,900,False,en,orders,existing,123450,False,323.75,832,True,True,True,70,70,3,True,True,True,True,393,393,0
1280,900,False,en,orders,existing,999999999999,False,398.28125,832,True,True,True,70,70,3,True,True,True,True,393,393,0
1280,900,False,en,orders,saving,123450,False,346.96875,832,True,True,True,70,70,3,True,True,True,True,393,393,0
1280,900,True,ja,purchase,existing,0,False,277.0625,832,True,True,True,76,76,3,True,True,True,True,720,831,111
1280,900,True,ja,purchase,new,0,False,277.0625,832,True,True,True,76,76,3,True,True,True,True,720,831,111
1280,900,True,ja,purchase,saving,0,False,303.453125,832,True,True,True,76,76,3,True,True,True,True,720,831,111
1280,900,True,ja,shipping,existing,0,False,407.5,832,True,True,True,76,76,3,True,True,True,True,720,1529,809
1280,900,True,ja,shipping,new,0,False,407.5,832,True,True,True,76,76,3,True,True,True,True,720,1529,809
1280,900,True,ja,shipping,saving,0,False,433.890625,832,True,True,True,76,76,3,True,True,True,True,720,1529,809
1280,900,True,ja,orders,existing,0,False,265.515625,832,True,True,True,76,76,3,True,True,True,True,393,393,0
1280,900,True,ja,orders,existing,123450,False,319.140625,832,True,True,True,76,76,3,True,True,True,True,393,393,0
1280,900,True,ja,orders,existing,999999999999,False,393.671875,832,True,True,True,76,76,3,True,True,True,True,393,393,0
1280,900,True,ja,orders,saving,123450,False,345.53125,832,True,True,True,76,76,3,True,True,True,True,393,393,0
1280,900,True,en,purchase,existing,0,False,289.6875,832,True,True,True,70,70,3,True,True,True,True,726,831,105
1280,900,True,en,purchase,new,0,False,296.875,832,True,True,True,70,70,3,True,True,True,True,726,831,105
1280,900,True,en,purchase,saving,0,False,299.296875,832,True,True,True,70,70,3,True,True,True,True,726,831,105
1280,900,True,en,shipping,existing,0,False,376.15625,832,True,True,True,70,70,3,True,True,True,True,726,1529,803
1280,900,True,en,shipping,new,0,False,383.34375,832,True,True,True,70,70,3,True,True,True,True,726,1529,803
1280,900,True,en,shipping,saving,0,False,385.765625,832,True,True,True,70,70,3,True,True,True,True,726,1529,803
1280,900,True,en,orders,existing,0,False,270.125,832,True,True,True,70,70,3,True,True,True,True,393,393,0
1280,900,True,en,orders,existing,123450,False,323.75,832,True,True,True,70,70,3,True,True,True,True,393,393,0
1280,900,True,en,orders,existing,999999999999,False,398.28125,832,True,True,True,70,70,3,True,True,True,True,393,393,0
1280,900,True,en,orders,saving,123450,False,346.96875,832,True,True,True,70,70,3,True,True,True,True,393,393,0
640,360,False,ja,purchase,existing,0,True,277.0625,592,True,True,True,80,80,3,True,True,True,True,164,831,667
640,360,False,ja,purchase,new,0,True,277.0625,592,True,True,True,80,80,3,True,True,True,True,164,831,667
640,360,False,ja,purchase,saving,0,True,303.453125,592,True,True,True,80,80,3,True,True,True,True,164,831,667
640,360,False,ja,shipping,existing,0,True,407.5,592,True,True,True,80,80,3,True,True,True,True,164,1529,1365
640,360,False,ja,shipping,new,0,True,407.5,592,True,True,True,80,80,3,True,True,True,True,164,1529,1365
640,360,False,ja,shipping,saving,0,True,433.890625,592,True,True,True,80,80,3,True,True,True,True,164,1529,1365
640,360,False,ja,orders,existing,0,True,265.515625,592,True,True,True,80,80,3,True,True,True,True,164,393,229
640,360,False,ja,orders,existing,123450,True,319.140625,592,True,True,True,80,80,3,True,True,True,True,164,393,229
640,360,False,ja,orders,existing,999999999999,True,393.671875,592,True,True,True,80,80,3,True,True,True,True,164,393,229
640,360,False,ja,orders,saving,123450,True,345.53125,592,True,True,True,80,80,3,True,True,True,True,164,393,229
640,360,False,en,purchase,existing,0,True,289.6875,592,True,True,True,80,80,3,True,True,True,True,164,831,667
640,360,False,en,purchase,new,0,True,296.875,592,True,True,True,80,80,3,True,True,True,True,164,831,667
640,360,False,en,purchase,saving,0,True,299.296875,592,True,True,True,80,80,3,True,True,True,True,164,831,667
640,360,False,en,shipping,existing,0,True,376.15625,592,True,True,True,80,80,3,True,True,True,True,164,1529,1365
640,360,False,en,shipping,new,0,True,383.34375,592,True,True,True,80,80,3,True,True,True,True,164,1529,1365
640,360,False,en,shipping,saving,0,True,385.765625,592,True,True,True,80,80,3,True,True,True,True,164,1529,1365
640,360,False,en,orders,existing,0,True,270.125,592,True,True,True,80,80,3,True,True,True,True,164,393,229
640,360,False,en,orders,existing,123450,True,323.75,592,True,True,True,80,80,3,True,True,True,True,164,393,229
640,360,False,en,orders,existing,999999999999,True,398.28125,592,True,True,True,80,80,3,True,True,True,True,164,393,229
640,360,False,en,orders,saving,123450,True,346.96875,592,True,True,True,80,80,3,True,True,True,True,164,393,229
640,360,True,ja,purchase,existing,0,True,277.0625,592,True,True,True,80,80,3,True,True,True,True,164,831,667
640,360,True,ja,purchase,new,0,True,277.0625,592,True,True,True,80,80,3,True,True,True,True,164,831,667
640,360,True,ja,purchase,saving,0,True,303.453125,592,True,True,True,80,80,3,True,True,True,True,164,831,667
640,360,True,ja,shipping,existing,0,True,407.5,592,True,True,True,80,80,3,True,True,True,True,164,1529,1365
640,360,True,ja,shipping,new,0,True,407.5,592,True,True,True,80,80,3,True,True,True,True,164,1529,1365
640,360,True,ja,shipping,saving,0,True,433.890625,592,True,True,True,80,80,3,True,True,True,True,164,1529,1365
640,360,True,ja,orders,existing,0,True,265.515625,592,True,True,True,80,80,3,True,True,True,True,164,393,229
640,360,True,ja,orders,existing,123450,True,319.140625,592,True,True,True,80,80,3,True,True,True,True,164,393,229
640,360,True,ja,orders,existing,999999999999,True,393.671875,592,True,True,True,80,80,3,True,True,True,True,164,393,229
640,360,True,ja,orders,saving,123450,True,345.53125,592,True,True,True,80,80,3,True,True,True,True,164,393,229
